P80,fines_frac,oversize_frac,R95,R50_fines,R50_oversize
76.97234998011331,0.18472823430529156,0.01667136920283744,198.9386987023244,175.52793852729766,76.23577922729595
269.0574649775085,0.0006221271504891978,0.9167342737476839,239.26847674247261,447.15783839446686,141.89404736851273
104.07092324256341,0.07034306408491746,0.0944384558450226,192.98641669837644,189.2864067709513,84.23577410152025
257.61840324357905,0.001026291970603831,0.8801222959129706,289.2896934496701,500.0000283542481,169.86647267442632
111.71716688295952,0.058576119986569405,0.1361663093322188,94.22930392540215,97.61486359679746,42.928392845844485
87.27535738325233,0.13031724769324501,0.025894825421901035,108.87281460098097,100.35168048154388,48.91334029553612
182.16029459325708,0.0037925501838562015,0.6794251119928862,37.94494878732204,56.51467541934805,21.167403130031346
137.5067559305162,0.015766792283671748,0.34264396096269734,451.85757929693904,533.8227267134489,237.2145356719621
94.98933498582497,0.09326315543838402,0.0492426853957729,828.8488859542924,795.516910741215,358.6951452708548
198.7808002562316,0.002716432642564874,0.7431873942645167,367.7246470632842,539.2524068533136,212.21485197511194
235.24324988060576,0.0009254286954284907,0.8652734693489463,36.974760678238454,62.93349627476997,22.099617886886037
102.74291471505148,0.0699667039755189,0.0805392807166375,687.8033534640862,683.2943830934562,318.15127188808685
121.22300803168629,0.04769044734911468,0.2088959439675387,234.37109411579735,247.75502097759198,104.57491050417623
192.74542671751004,0.0033847670499530243,0.7035955675776345,260.6064096931191,385.8945359693919,147.79690924812223
188.26796397379348,0.003178381023073571,0.6911186765929096,129.45703307448176,193.67858583728517,72.67012008281844
90.7275107497562,0.10640776044964986,0.030649230490699814,691.3820449993469,649.6169165103747,312.0301768229213
246.4783139315222,0.0007659705313865769,0.8832916766644727,25.980702998139552,44.6584837212811,15.709316062519944
213.59653374428245,0.0018438907079270854,0.797546825025593,156.77444911883646,251.0491819108847,90.48970692565321
240.33351985828924,0.0010285296823894228,0.8679885414642109,548.6119053826585,932.1683926705462,325.0464992657916
278.90538430442746,0.00046913056966596403,0.9299235009494209,114.07835320094863,214.46065689932894,69.51150391164981
151.41377700982915,0.011315095137982022,0.4341853808425329,42.59539790342563,52.919778347778816,22.58372240702648
79.59118474127995,0.1777057063245089,0.017831600183983103,403.9601233266216,353.91593144782155,143.36392279976255
97.34539695783711,0.09430708419822156,0.08040213929910861,80.40643427661752,77.51192778162196,31.561413846024713
97.76365146608063,0.09101711061182026,0.06743770219429097,785.5003691137208,756.3434059381283,359.73852484710284
247.56510911475473,0.0006404470587916594,0.8955130848261128,471.09847659795355,816.77103315279,284.2118443732089
94.02505798634273,0.09141579168563936,0.048724286998295875,296.1447573483656,284.97271498380087,137.3856584312743
187.88060862261753,0.003296947636452196,0.7075815577013435,368.554043755682,534.0619868820244,208.00280379031574
149.47478670732878,0.011531688821836607,0.44371642290742097,56.0591096306319,70.40206068555739,29.724142127366186
233.21557769421662,0.0008820100185855411,0.8653319441758643,267.64708846088814,457.12049586933273,158.30391850897288
207.52408411680753,0.0019761358770392624,0.7879221786895063,76.71440778428179,121.84780898856968,44.47731039460263
92.16014912592992,0.10623838415854726,0.04086323924403687,1020.00253673871,957.006018414762,472.2428970597068
145.56491063968096,0.015974674561865077,0.40752052080864415,206.07391837226328,240.58648795639309,109.29341896795374
150.68907063262654,0.013644464880683549,0.4278100748982123,397.1963937641812,468.4969369436384,204.33651961472074
90.5973749005482,0.08692028011415105,0.023579774443720627,656.522403914738,620.1034018418725,307.4171459538311
236.05955101332444,0.000825117845634038,0.8773885168039938,289.2977258453331,500.92477121204723,174.68411694069874
239.3152375166012,0.0009540494669638309,0.8642018765400044,34.341232902041405,57.930109649742796,20.291976087711834
240.2230102950942,0.0007382618350868839,0.8806506763872832,97.80804247810424,175.4698056376506,59.256191516810674
102.99941528397135,0.06669947941720487,0.07908138454864823,666.6368351585998,666.7390927028844,299.30018501621703
81.296173323775,0.16773060596689757,0.017048807464514613,98.08045438883713,87.10677298787095,43.787763387844386
103.22804628650192,0.06463538694374106,0.07026710769228356,191.8528739282554,194.6525063736741,93.17757126065152
233.97419211828995,0.0010975945898406133,0.8577157780906424,41.44422836957434,70.89058699304235,24.565857831901724
229.1388894679663,0.0012024608141129158,0.8455646801681689,249.0257333625152,419.46652227379184,145.62571701278887
201.81136753958296,0.002083251192140613,0.7680886138930982,34.690034052633315,53.64269794259509,19.784455648697993
203.75796063363518,0.0021339037324769904,0.7613642387423574,92.83323992045787,148.23229666753375,53.764969488744754
109.28296898885992,0.043917468149359006,0.11669567451011056,640.2522636425039,670.688654913766,304.2998118930079
123.37568505103845,0.02468365472997245,0.2256765458326741,208.3437836805471,235.49108905887562,107.29586813792628
78.42989112204813,0.19203957567032218,0.007202769147805941,777.6144325100263,678.5203209863461,251.75004111274308
86.4632389498591,0.1397069210836692,0.01985420072459429,93.00010398116117,84.35962619046742,42.51318480261532
233.2233642066959,0.0012993948033125345,0.8459803710091455,180.14048373653813,299.5813270934713,105.44310715749042
98.60077905516314,0.08941934101433408,0.06760776913590605,115.14398308625563,111.21518730159595,52.33687567503398
88.20647218745415,0.15288082559084515,0.04271301668038025,652.8213777037795,595.4478313220015,260.8701258861064
78.71762359009558,0.1741667124384117,0.00825506452573621,785.5854389204193,694.2039304859715,367.6748539193907
76.07752937044148,0.21140582052152085,0.003452496076165109,106.72316884744944,92.0847143541123,48.59597609253138
271.13675826868314,0.0003805844097012167,0.9297980879632506,25.066826494142664,47.13228587812308,15.335983654072715
100.07165940664345,0.09126425216490644,0.09009234970028403,588.9315169189488,575.1821026061755,273.7982731415255
134.28391747868125,0.018706428295355997,0.3162428688792101,223.45094943621316,258.1319732477998,116.9781863230938
248.01636857392594,0.0007994449621614814,0.8872232420834969,26.20328265787262,46.473946226396,15.69874813563996
258.0646653082609,0.00047537351643787073,0.9123163105827689,219.42512426580606,406.1476534616698,132.6669763711418
188.88707478324665,0.0034880123475643328,0.6987164701859433,33.006478595010535,49.58528446929313,18.3736621952392
208.45439207811597,0.002117297871266522,0.7750310448805675,39.61182398029208,63.228946446168415,23.208761443442857
192.30064137754442,0.003124894148158501,0.7239397025241312,280.5774992706645,421.6686902301572,158.12406973818716
223.75182650246455,0.001403049311618519,0.8247946323704259,39.9669068901522,66.18302336332367,23.353563299440847
108.66493680296549,0.05762392045488192,0.12175351154104341,216.8210651170442,218.1577845704365,97.41262852483018
68.40494257655813,0.30973183260939396,0.005982252602884007,1018.9652920835811,845.900830619363,183.98408456043256
201.7308372576006,0.0022164541705026104,0.7614692270895334,113.80946973301171,178.12990398212432,65.32681065605124
133.3674247302585,0.017701522670717132,0.32353737362538565,64.99411627954112,75.45594939906248,34.479665603173125
259.89097866800665,0.0005992634388354575,0.9021491570904592,311.37219498076087,562.1462670778195,185.41642645891827
88.2898625122388,0.13940490494952626,0.03782155541579252,83.98043121867175,76.63288740531326,34.50070419320351
231.5579793866716,0.0012187747605136032,0.8526834647779993,38.582583957493604,65.94070511086268,22.669063710754525
198.27799131190247,0.002672821521480865,0.7381225006280533,461.11784315726766,707.9633865429688,261.8311183102892
258.1160105629802,0.0006301425315255504,0.9018219523452004,35.025007278219896,63.32982068007307,21.090746326739374
233.22894703370173,0.0009366389299268503,0.8677363280752429,31.726738152553924,53.85008462915808,18.950893342571764
108.60400205140492,0.06488828687862651,0.13232131675290762,568.8094958445668,563.7330039782811,267.56555495675536
171.61902818246924,0.005926312058560184,0.5938443818469918,59.189777705515915,82.91701049532965,32.848484252403395
243.59806988225722,0.0006758594549540937,0.8885544186142682,144.78209344866153,258.1170099876828,87.61613376304544
126.46488861928087,0.026606592433261057,0.2598147439530591,193.01413991052536,216.05510192244543,96.21561483172061
105.65271063592023,0.05723299097152157,0.09763568990716642,216.0788742256784,218.24986495273578,101.82076134150002
91.36597088882121,0.12623933983215363,0.044903331738249674,670.4812532558352,621.1129863134645,310.98064583315437
235.13985676119108,0.0010851003907098036,0.8566147308937029,255.25973112151135,424.9261638229444,151.4510363123636
217.39618593321154,0.0018103584703774312,0.8189964936934508,37.89860483550591,60.43185846390372,22.09092471630387
223.44802616592335,0.0011126957295100443,0.8389937500474498,231.87560567816223,385.9741245044232,135.8468694196294
200.17354708394984,0.0021578381437539346,0.7588725609017336,62.10754939424366,96.15276139629403,36.02890435472782
206.13067205024586,0.00233365801792238,0.7699749194390555,51.21161093662805,79.99402526978442,29.204939765996684
114.44634683168272,0.05584378444286464,0.1620074085121472,50.198705912973054,52.108553167429356,22.372120853708097
113.22720903667442,0.05747329211034747,0.15721492728761693,163.11908321771858,166.27174561215827,75.70672995571655
128.12691266228714,0.025088972730286305,0.2663976952619399,193.83380341028914,214.95578590255565,97.25376832986734
225.22575305367025,0.0017810873467711313,0.8189696973303284,35.94000587294022,58.72868848850881,20.716127796070154
87.61653811395814,0.150659201255549,0.038210717559652475,106.18583622953672,95.78332603099244,46.11995327840508
